,time,latitude,longitude,frpfire,fire_range
10011797,2023-07-04T00:00:00,-8.15,19.75,1.1812423438890214,1-5
10015397,2023-07-04T00:00:00,-8.25,19.75,3.1668126530407648,1-5
10018337,2023-07-04T00:00:00,-8.25,313.75,1.323957496961114,1-5
10018997,2023-07-04T00:00:00,-8.35,19.75,6.454384281757918,5-10
10019087,2023-07-04T00:00:00,-8.35,28.75,1.9021368350480579,1-5
10026254,2023-07-04T00:00:00,-8.55,25.45,2.2307476234038006,1-5
10029816,2023-07-04T00:00:00,-8.65,21.65,2.50446796827028,1-5
10033412,2023-07-04T00:00:00,-8.75,21.25,2.4063970425694556,1-5
10036955,2023-07-04T00:00:00,-8.85,15.55,1.811384635145803,1-5
10037049,2023-07-04T00:00:00,-8.85,24.95,1.148308077795459,1-5
10040583,2023-07-04T00:00:00,-8.95,18.35,1.1139100665421857,1-5
10040648,2023-07-04T00:00:00,-8.95,24.85,3.5364083058684948,1-5
10040649,2023-07-04T00:00:00,-8.95,24.95,3.6820509492600166,1-5
10040650,2023-07-04T00:00:00,-8.95,25.05,1.0114479053622212,1-5
10044213,2023-07-04T00:00:00,-9.05,21.35,1.0063247973032254,1-5
10047755,2023-07-04T00:00:00,-9.15,15.55,1.3934853920475199,1-5
10051363,2023-07-04T00:00:00,-9.25,16.35,1.0992726149450505,1-5
10051471,2023-07-04T00:00:00,-9.25,27.15,1.2778495244301311,1-5
10058559,2023-07-04T00:00:00,-9.45,15.95,1.4388614919986473,1-5
10058560,2023-07-04T00:00:00,-9.45,16.05,1.3378630759783938,1-5
10058722,2023-07-04T00:00:00,-9.45,32.25,2.31857233298663,1-5
10062155,2023-07-04T00:00:00,-9.55,15.55,2.149509767039685,1-5
10062322,2023-07-04T00:00:00,-9.55,32.25,1.4403252371583584,1-5
10072945,2023-07-04T00:00:00,-9.85,14.55,1.3817754307698102,1-5
10080153,2023-07-04T00:00:00,-10.05,15.35,3.469807901101518,1-5
10087471,2023-07-04T00:00:00,-10.25,27.15,1.925556757603477,1-5
10134216,2023-07-04T00:00:00,-11.55,21.65,1.9519041704783255,1-5
10138910,2023-07-04T00:00:00,-11.65,131.05,1.0231578666399308,1-5
10288189,2023-07-04T00:00:00,-15.75,298.95,1.1988072858055858,1-5
10313384,2023-07-04T00:00:00,-16.45,298.45,2.535938489204124,1-5
10477646,2023-07-04T00:00:00,-21.05,164.65,1.064142731111918,1-5
10595077,2023-07-04T00:00:00,-24.35,27.75,1.093417634306192,1-5
10656233,2023-07-04T00:00:00,-26.05,23.35,1.321030006641685,1-5
