"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2023","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"Y3310010",43.610152,3.9946665,50,"site",2023-09-04,"Le Salaison à Mauguio",5.14285714285714,79.052380952381,-93.4943678091681,"inf à -80%","#a63603","-93,5%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-93,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y3534010",43.6706273,4.2443916,490,"site",2023-09-04,"Le Vieux Vistre [lit mineur] au Cailar",937,1317.51428571429,-28.8812265521656,"inf à -15%","#fdbe85","-28,9%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-28,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4022010",43.5009119,5.5147336,303,"site",2023-09-04,"L'Arc à Meyreuil [Pont de Bayeux]",183.285714285714,271.595238095238,-32.5151222933287,"inf à -15%","#fdbe85","-32,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4122020",43.4999369,5.152489,728,"site",2023-09-04,"L'Arc à Berre-l'Étang",622.142857142857,834.742857142857,-25.4689211391019,"inf à -15%","#fdbe85","-25,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4214010",43.6288944,5.1754882,234,"site",2023-08-26,"La Touloubre à la Barben [La Savonnière]",55.8571428571429,155.244239631336,-64.0198290192352,"inf à -60%","#e6550d","-64,0%","Débit moyen au 26 août 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-64,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4225610",43.4095406,5.2059893,72,"site",2023-09-04,"La Cadière à Marignane [stade Saint-Pierre]",461.571428571429,508.233333333333,-9.18119723786398,"inf à 0%","#feedde","-9,2%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-9,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4414030",43.351527,5.6053422,165,"site",2023-09-04,"L'Huveaune à Roquevaire",122.142857142857,217.348571428571,-43.803239036702,"inf à -40%","#fd8d3c","-43,8%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-43,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4424040",43.2895325,5.5571449,245,"site",2023-09-04,"L'Huveaune à Aubagne [Le Charrel]",72.2857142857143,292.304347826087,-75.2703937442893,"inf à -60%","#e6550d","-75,3%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-75,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4604020",43.1926963,6.0380174,169,"site",2023-08-03,"Le Gapeau à Solliès-Pont",302.857142857143,155.214285714286,95.1219512195119,"sup à 50%","#9ecae1","+95,1%","Débit moyen au 3 août 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+95,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4615020",43.186554,6.1116975,277,"site",2023-09-04,"Le Réal Martin à la Crau [Decapris]",83.1428571428571,220.319047619048,-62.2625197224805,"inf à -60%","#e6550d","-62,3%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-62,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y4624010",43.1471199,6.1497631,517,"site",2023-09-04,"Le Gapeau à Hyères [Sainte-Eulalie]",418.714285714286,397.914285714286,5.22725640841531,"0 et 15%","#eff3ff","+5,2%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5032010",43.499856,6.0259447,485,"site",2023-09-04,"L'Argens à Châteauvert",819.857142857143,1047.11904761905,-21.7035403260649,"inf à -15%","#fdbe85","-21,7%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-21,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5105010",43.441011,6.1734775,215,"site",2023-09-04,"Le Caramy à Vins-sur-Caramy [Les Marcounious]",243.571428571429,509.352380952381,-52.180172768408,"inf à -40%","#fd8d3c","-52,2%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-52,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5106610",43.4432762,6.222348,223,"site",2023-09-04,"L'Issole à Cabasse [Pont des Fées]",0,112.090476190476,-100,"inf à -80%","#a63603","-100,0%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-100,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5115020",43.5629355,6.2310487,166,"site",2023-09-04,"La Bresque à Salernes [Les Vingalières]",137,241.885714285714,-43.3616820222064,"inf à -40%","#fd8d3c","-43,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-43,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5215020",43.3951549,6.4533896,229,"site",2023-09-04,"L'Aille à Vidauban [Le Baou]",0,252.838095238095,-100,"inf à -80%","#a63603","-100,0%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-100,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5235010",43.5050012,6.4828036,190,"site",2023-08-19,"La Nartuby à Trans-en-Provence [CD 555]",0,460.152380952381,-100,"inf à -80%","#a63603","-100,0%","Débit moyen au 19 août 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-100,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5312010",43.4495826,6.632972,2530,"site",2023-09-04,"L'Argens à Roquebrune-sur-Argens",2714.57142857143,5058.28095238095,-46.3341112499164,"inf à -40%","#fd8d3c","-46,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-46,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5444010",43.2544573,6.5525733,195,"site",2023-09-04,"La Giscle à Cogolin [Les Ajusts]",0,22.8047619047619,-100,"inf à -80%","#a63603","-100,0%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-100,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5514040",43.6646561,6.762195,278,"site",2023-09-04,"La Siagne à Callian [Ajustadoux]",317.857142857143,1609.71428571429,-80.253816116436,"inf à -80%","#a63603","-80,3%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-80,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5534030",43.5894542,6.927418,515,"site",2023-09-04,"La Siagne à Pégomas",765.714285714286,2078.30952380952,-63.1568697086688,"inf à -60%","#e6550d","-63,2%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-63,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5605210",43.6232505,7.0986506,41,"site",2023-09-04,"La Brague à Biot",12,69.7761904761905,-82.8021565549717,"inf à -80%","#a63603","-82,8%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-82,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5615010",43.6977962,7.0066945,206,"site",2023-09-04,"Le Loup à Tourrettes-sur-Loup [Les Vallettes]",173.571428571429,1365.04761904762,-87.2845880136747,"inf à -80%","#a63603","-87,3%","Débit moyen au 4 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-87,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y5615030",43.6481475,7.1373555,279,"site",2023-09-04,"Le Loup à Villeneuve-Loubet [Moulin du Loup]",437.428571428571,612.385714285714,-28.5697622880071,"inf à -15%","#fdbe85","-28,6%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-28,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y6042010",43.949357,6.8101316,676,"site",2023-09-04,"Le Var à Entrevaux [Pont-levis]",4688.14285714286,7935.19523809524,-40.9196281064888,"inf à -40%","#fd8d3c","-40,9%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y6434010",43.8461663,7.1564988,451,"site",2023-09-04,"L'Esteron au Broc [La Clave]",916.285714285714,1970.8619047619,-53.5083755958837,"inf à -40%","#fd8d3c","-53,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-53,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y7000002",42.3195961,8.9761485,96,"site",2023-09-03,"Le Golo à Albertacce",3256.57142857143,366.004761904762,789.762037964638,"sup à 300%","#08519c","+789,8%","Débit moyen au 3 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+789,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y7210001",42.5066503,9.3723177,926,"site",2023-09-04,"Le Golo à Volpajola",4611,3229.66666666667,42.7701517184434,"sup à 15%","#c6dbef","+42,8%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+42,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y7310003",42.6032105,9.3799837,54,"site",2023-09-04,"Le Bevinco à Olmeta-di-Tuda",51,85.9,-40.6286379511059,"inf à -40%","#fd8d3c","-40,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-40,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y7410001",42.8960312,9.4340932,18,"site",2023-09-04,"Le Luri à Luri [Piazza]",22.4285714285714,12.4714285714286,79.8396334478802,"sup à 50%","#9ecae1","+79,8%","Débit moyen au 4 septembre 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+79,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y7810001",42.3936489,8.7169008,129,"site",2023-09-04,"Le Fango à Galéria",2540.71428571429,393.604761904762,545.498868819339,"sup à 300%","#08519c","+545,5%","Débit moyen au 4 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+545,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y7910002",42.2557107,8.7629297,103,"site",2023-09-04,"Le Porto à Ota",2580,281.267857142857,817.275093644848,"sup à 300%","#08519c","+817,3%","Débit moyen au 4 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+817,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y8120001",42.1164144,8.8185556,322,"site",2023-08-11,"Le Liamone à Arbori [Pont de Truggia]",812.285714285714,2429.69523809524,-66.5684114801778,"inf à -60%","#e6550d","-66,6%","Débit moyen au 11 août 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-66,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y8300001",42.0005315,8.8794835,201,"site",2023-09-04,"La Gravona à Peri",2036.85714285714,365.761904761905,456.880614503319,"sup à 300%","#08519c","+456,9%","Débit moyen au 4 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+456,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y8620001",41.8103405,8.9594182,331,"site",2023-09-04,"Le Taravo à Zigliara [Pont d'Abra]",2429.14285714286,1271.52857142857,91.0411540665345,"sup à 50%","#9ecae1","+91,0%","Débit moyen au 4 septembre 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+91,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y8900002",41.6259527,9.0829854,26.2,"site",2023-09-04,"L'Ortolo à Levie [Vignallela]",27.4285714285714,28.8214285714286,-4.83271375464704,"inf à 0%","#feedde","-4,8%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-4,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y9020001",42.2241232,9.2053696,147,"site",2023-09-04,"Le Vecchio à Venaco",2000.71428571429,477.109523809524,319.340672502072,"sup à 300%","#08519c","+319,3%","Débit moyen au 4 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+319,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y9110002",42.1821436,9.3869421,573,"site",2023-09-04,"Le Tavignano à Antisanti",4848.57142857143,942.119047619048,414.645303141348,"sup à 300%","#08519c","+414,6%","Débit moyen au 4 septembre 2023: <span style='background: #08519c; display: inline-block; padding: 2px; padding-bottom:0'>+414,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y9210002",42.2294852,9.4377952,66.1,"site",2023-09-03,"La Bravona à Tallone [Site barrage]",246.142857142857,2356.32380952381,-89.5539460176061,"inf à -80%","#a63603","-89,6%","Débit moyen au 3 septembre 2023: <span style='background: #a63603; display: inline-block; padding: 2px; padding-bottom:0'>-89,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y9410001",42.1032438,9.2603564,115,"site",2023-09-04,"L'U Fium'Orbu à Ghisoni [Sampolo]",659.714285714286,426.490476190476,54.684412089814,"sup à 50%","#9ecae1","+54,7%","Débit moyen au 4 septembre 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+54,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"Y9600001",41.8572315,9.3605549,99.7,"site",2023-09-04,"La Solenzara à Sari-Solenzara [Canniciu]",237.714285714286,746.561904761905,-68.1587977905063,"inf à -60%","#e6550d","-68,2%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-68,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1050030",47.6260848,7.2388226,233,"site",2023-09-04,"L'Ill à Altkirch",578,852.528571428571,-32.2016857415754,"inf à -15%","#fdbe85","-32,2%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1120100",47.5641889,7.1548402,91,"site",2023-09-04,"La Largue à Friesen",282.428571428571,546.962732919255,-48.3642020871897,"inf à -40%","#fd8d3c","-48,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-48,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A1500200",47.9416638,7.1077873,28.3,"site",2023-09-04,"La Lauch à Linthal",247.857142857143,384.390476190476,-35.5194370803498,"inf à -15%","#fdbe85","-35,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-35,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2020300",48.0518119,7.110804,45.8,"site",2023-09-04,"La Petite Fecht à Stosswihr [Village]",321.571428571429,410.619047619048,-21.6861881015887,"inf à -15%","#fdbe85","-21,7%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-21,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2110300",48.1511857,7.1712455,38.4,"site",2023-09-04,"La Béhine à Lapoutroie",184.142857142857,332.647619047619,-44.6432661475035,"inf à -40%","#fd8d3c","-44,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-44,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2310200",48.3188973,7.3490037,99,"site",2023-09-04,"Le Giessen à Thanvillé",127.142857142857,227.9,-44.2111201654862,"inf à -40%","#fd8d3c","-44,2%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-44,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2340210",48.2701103,7.2926184,108,"site",2023-09-04,"La Liepvrette à Lièpvre",214,449.090476190476,-52.3481322037133,"inf à -40%","#fd8d3c","-52,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-52,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2510200",48.3859607,7.4215846,41.8,"site",2023-09-04,"L'Andlau à Andlau",168,229.028571428571,-26.6467065868262,"inf à -15%","#fdbe85","-26,6%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-26,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2730110",48.5047577,7.2746435,229,"site",2023-09-04,"La Bruche à Russ [Wisches]",1223.85714285714,1820.77142857143,-32.7835925118084,"inf à -15%","#fdbe85","-32,8%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"A2840200",48.572891,7.4889919,163,"site",2023-09-04,"La Mossig à Soultz-les-Bains",322.857142857143,546.985714285714,-40.975214813654,"inf à -40%","#fd8d3c","-41,0%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-41,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3690110",48.8599355,8.0684905,541,"site",2023-09-04,"La Sauer à Beinheim",944.714285714286,1403.6,-32.6934820665228,"inf à -15%","#fdbe85","-32,7%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-32,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3730200",48.9035976,8.0486487,202,"site",2023-09-04,"Le Seltzbach à Niederrœdern",144.714285714286,285.77619047619,-49.3609717894454,"inf à -40%","#fd8d3c","-49,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-49,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A3800200",49.0434189,7.9030524,278,"site",2023-09-04,"La Lauter à Wissembourg [Weiler]",1477.14285714286,1721.71428571429,-14.2051111848656,"inf à 0%","#feedde","-14,2%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-14,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"A4173010",48.0531825,6.6902626,63,"site",2023-09-04,"La Cleurie à Cleurie",866.857142857143,982.680952380952,-11.7865121169977,"inf à 0%","#feedde","-11,8%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-11,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"A4430640",48.1656662,6.4529806,1217,"site",2023-09-04,"La Moselle à Épinal",8088.28571428571,11471.8904761905,-29.4947442963071,"inf à -15%","#fdbe85","-29,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-29,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A5431010",48.5453556,6.1315458,943,"site",2023-09-04,"Le Madon à Pulligny",1021.85714285714,1983.5,-48.4821203500307,"inf à -40%","#fd8d3c","-48,5%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-48,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"A5730610",48.669764,5.8964017,3338,"site",2023-09-03,"La Moselle à Toul",9597,17379.419047619,-44.7795120555839,"inf à -40%","#fd8d3c","-44,8%","Débit moyen au 3 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-44,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"A6571110",48.5948831,6.4867739,559,"site",2023-09-04,"La Vezouze à Lunéville",1439.85714285714,1607.14761904762,-10.4091543432466,"inf à 0%","#feedde","-10,4%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-10,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"A6701210",48.3687628,6.6138584,300,"site",2023-08-30,"La Mortagne à Roville-aux-Chênes",724.571428571429,1450.54081632653,-50.0481875162676,"inf à -40%","#fd8d3c","-50,0%","Débit moyen au 30 août 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-50,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"A7881010",49.1007742,6.1881516,1280,"site",2023-09-04,"La Seille à Metz",1347.71428571429,1867.41428571429,-27.8299252595261,"inf à -15%","#fdbe85","-27,8%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-27,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"A8071010",49.1625657,5.8304665,399,"site",2023-09-04,"L'Orne à Boncourt",119.142857142857,338.27619047619,-64.7794138348489,"inf à -60%","#e6550d","-64,8%","Débit moyen au 4 septembre 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-64,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"A9752010",49.1467842,6.4213106,499,"site",2023-09-04,"La Nied [Française] à Condé-Northen [Pontigny]",642.285714285714,856.309523809524,-24.9937439176978,"inf à -15%","#fdbe85","-25,0%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-25,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"B1092010",48.3174461,5.7100746,405,"site",2023-09-04,"Le Mouzon à Circourt-sur-Mouzon [Villars]",171.857142857143,304.933333333333,-43.6410768942469,"inf à -40%","#fd8d3c","-43,6%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-43,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"B1340010",48.6018572,5.6786704,1717,"site",2023-07-25,"La Meuse à Vaucouleurs [Chalaines]",1150.57142857143,3191.00476190476,-63.9432870076748,"inf à -60%","#e6550d","-63,9%","Débit moyen au 25 juillet 2023: <span style='background: #e6550d; display: inline-block; padding: 2px; padding-bottom:0'>-63,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"B6111010",49.8629326,4.7862879,1335,"site",2023-09-04,"La Semoy à Haulmé",10881.5714285714,6637.98571428571,63.9288166160558,"sup à 50%","#9ecae1","+63,9%","Débit moyen au 4 septembre 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+63,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0203020",47.9617799,4.3610001,615,"site",2023-09-04,"La Laignes aux Riceys et à Molesme",554.714285714286,619.133333333333,-10.4047131935577,"inf à 0%","#feedde","-10,4%","Débit moyen au 4 septembre 2023: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-10,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0400020",48.1375196,4.3363627,2380,"site",2023-09-04,"La Seine à Courtenot",4409.14285714286,5292.65238095238,-16.6931334275639,"inf à -15%","#fdbe85","-16,7%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-16,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0503010",48.2460303,4.1095651,249,"site",2023-09-04,"L'Hozain à Buchères [Courgerennes]",170.142857142857,156.72380952381,8.56222654350955,"0 et 15%","#eff3ff","+8,6%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0702010",48.2371047,4.2927623,235,"site",2023-09-04,"La Barse à Montiéramey",658.428571428571,395.771428571429,66.3658677447297,"sup à 50%","#9ecae1","+66,4%","Débit moyen au 4 septembre 2023: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+66,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0800012",48.309383,4.076922,NA,"site",2023-09-04,"La Seine [partielle] à Troyes [Tauxelles]",15210.4285714286,13506.3380952381,12.6169688939692,"0 et 15%","#eff3ff","+12,6%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1051020",48.1451322,4.7954676,657,"site",2023-09-04,"L'Aube [partielle] à Longchamp-sur-Aujon [Outre Aube]",673.714285714286,1148.59523809524,-41.3444994921333,"inf à -40%","#fd8d3c","-41,3%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-41,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1231010",48.3947566,4.4572051,1640,"site",2023-09-04,"L'Aube à Blaincourt-sur-Aube",18351.7142857143,15593.6333333333,17.687224609067,"sup à 15%","#c6dbef","+17,7%","Débit moyen au 4 septembre 2023: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+17,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1333010",48.3787727,4.7353605,22,"site",2023-09-04,"La Laine à Soulaines-Dhuys",597.428571428571,297.77619047619,100.630067324453,"sup à 100%","#6baed6","+100,6%","Débit moyen au 4 septembre 2023: <span style='background: #6baed6; display: inline-block; padding: 2px; padding-bottom:0'>+100,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1503510",48.567949,4.2528011,160,"site",2023-09-04,"L'Huitrelle à Lhuître",494.714285714286,465.447204968944,6.28794854344325,"0 et 15%","#eff3ff","+6,3%","Débit moyen au 4 septembre 2023: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1503910",48.5804638,4.1037261,87,"site",2023-09-04,"L'Herbissonne à Allibaudières",21.1428571428571,29.9761904761905,-29.467831612391,"inf à -15%","#fdbe85","-29,5%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-29,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1513210",48.5370935,4.0631202,187,"site",2023-09-04,"La Barbuise à Pouan-les-Vallées",159.285714285714,247.52380952381,-35.6483262793384,"inf à -15%","#fdbe85","-35,6%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-35,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1713010",48.4773012,3.5584709,159,"site",2023-09-04,"L'Ardusson à Saint-Aubin",156.428571428571,189.257142857143,-17.3460144927539,"inf à -15%","#fdbe85","-17,3%","Débit moyen au 4 septembre 2023: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-17,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2001020",47.0990838,3.9432441,106,"site",2023-09-04,"L'Yonne à Corancy",379.142857142857,813.242857142857,-53.3788887522617,"inf à -40%","#fd8d3c","-53,4%","Débit moyen au 4 septembre 2023: <span style='background: #fd8d3c; display: inline-block; padding: 2px; padding-bottom:0'>-53,4%</span> par rapport à la moyenne 1990-2020 à cette période."
